%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=211956, 2017/01/30 14:22:35.58)
1 15 1.443025e-01 1.042097e+00 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.965266e-01 9.969529e-01 9.989675e-01 1.000024e+00 1.001473e+00 1.014399e+00 1.016063e+00 1.042097e+00 
2 29 1.430170e-01 1.059367e+00 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.930653e-01 9.933273e-01 9.936326e-01 9.943355e-01 9.951684e-01 9.961827e-01 9.969640e-01 9.973326e-01 1.000208e+00 1.003312e+00 1.005807e+00 1.012017e+00 1.014437e+00 1.025074e+00 1.059367e+00 
3 43 1.454698e-01 1.080818e+00 9.896160e-01 9.896160e-01 9.896160e-01 9.896160e-01 9.896160e-01 9.896160e-01 9.896160e-01 9.896160e-01 9.896160e-01 9.896160e-01 9.897309e-01 9.897796e-01 9.901213e-01 9.902577e-01 9.906702e-01 9.911543e-01 9.917251e-01 9.926284e-01 9.927302e-01 9.930728e-01 9.941260e-01 9.961145e-01 9.980399e-01 1.000569e+00 1.001675e+00 1.007267e+00 1.008702e+00 1.010510e+00 1.023032e+00 1.036502e+00 1.080818e+00 
4 57 1.518813e-01 1.102081e+00 9.864079e-01 9.864079e-01 9.864079e-01 9.864113e-01 9.864605e-01 9.865647e-01 9.865916e-01 9.868771e-01 9.869242e-01 9.870365e-01 9.872314e-01 9.874251e-01 9.875572e-01 9.882242e-01 9.889500e-01 9.889747e-01 9.903258e-01 9.906179e-01 9.911568e-01 9.935857e-01 9.958159e-01 9.963151e-01 9.969732e-01 1.000845e+00 1.002643e+00 1.006441e+00 1.012138e+00 1.016348e+00 1.025241e+00 1.037957e+00 1.102081e+00 
5 71 1.592711e-01 1.121000e+00 9.830369e-01 9.830369e-01 9.831078e-01 9.832647e-01 9.834225e-01 9.836267e-01 9.837649e-01 9.838433e-01 9.840147e-01 9.843135e-01 9.850243e-01 9.851789e-01 9.855239e-01 9.865048e-01 9.871406e-01 9.884392e-01 9.888092e-01 9.894644e-01 9.924941e-01 9.928210e-01 9.942622e-01 9.954973e-01 9.995837e-01 1.001177e+00 1.001432e+00 1.009486e+00 1.013506e+00 1.018699e+00 1.022304e+00 1.040888e+00 1.121000e+00 
6 85 1.718606e-01 1.139063e+00 9.800745e-01 9.800745e-01 9.801882e-01 9.804039e-01 9.807813e-01 9.809426e-01 9.810120e-01 9.814240e-01 9.819046e-01 9.823929e-01 9.826060e-01 9.832351e-01 9.846504e-01 9.853230e-01 9.862351e-01 9.869597e-01 9.877860e-01 9.896219e-01 9.913421e-01 9.922953e-01 9.931346e-01 9.978056e-01 9.995901e-01 1.002074e+00 1.007476e+00 1.011072e+00 1.018232e+00 1.025497e+00 1.030399e+00 1.047326e+00 1.139063e+00 
7 99 1.829246e-01 1.152161e+00 9.770982e-01 9.770982e-01 9.773529e-01 9.775979e-01 9.778385e-01 9.784041e-01 9.789423e-01 9.792731e-01 9.798908e-01 9.808812e-01 9.811537e-01 9.821884e-01 9.831666e-01 9.839212e-01 9.844203e-01 9.869957e-01 9.873383e-01 9.883852e-01 9.890753e-01 9.907526e-01 9.956089e-01 9.964819e-01 9.993316e-01 1.002133e+00 1.005934e+00 1.009283e+00 1.020992e+00 1.028986e+00 1.036938e+00 1.046615e+00 1.152161e+00 
8 113 1.913485e-01 1.162974e+00 9.739617e-01 9.739617e-01 9.743741e-01 9.746275e-01 9.748919e-01 9.757572e-01 9.769208e-01 9.771788e-01 9.780100e-01 9.787744e-01 9.794852e-01 9.802938e-01 9.810758e-01 9.819026e-01 9.825977e-01 9.843149e-01 9.878980e-01 9.883075e-01 9.895739e-01 9.911011e-01 9.960981e-01 9.980354e-01 9.995570e-01 1.002158e+00 1.005694e+00 1.013122e+00 1.020401e+00 1.028938e+00 1.042421e+00 1.049633e+00 1.162974e+00 
9 127 2.027024e-01 1.183732e+00 9.710686e-01 9.710686e-01 9.714878e-01 9.719213e-01 9.733260e-01 9.739586e-01 9.740994e-01 9.748450e-01 9.757707e-01 9.772477e-01 9.782335e-01 9.788738e-01 9.799047e-01 9.813603e-01 9.828247e-01 9.847581e-01 9.857602e-01 9.872378e-01 9.883719e-01 9.936815e-01 9.947257e-01 9.961594e-01 1.000958e+00 1.003192e+00 1.009790e+00 1.020708e+00 1.027377e+00 1.034590e+00 1.042611e+00 1.058267e+00 1.183732e+00 
10 141 2.165041e-01 1.199518e+00 9.680455e-01 9.680455e-01 9.690035e-01 9.700377e-01 9.708969e-01 9.722147e-01 9.729100e-01 9.744966e-01 9.750782e-01 9.759227e-01 9.763732e-01 9.778319e-01 9.796784e-01 9.806777e-01 9.821092e-01 9.832661e-01 9.855307e-01 9.863474e-01 9.877397e-01 9.925269e-01 9.940043e-01 9.982705e-01 1.001657e+00 1.003609e+00 1.008732e+00 1.019336e+00 1.026308e+00 1.033823e+00 1.042019e+00 1.061248e+00 1.199518e+00 
11 155 2.342386e-01 1.211967e+00 9.653781e-01 9.653781e-01 9.668982e-01 9.676514e-01 9.688182e-01 9.701981e-01 9.708306e-01 9.718689e-01 9.730222e-01 9.739030e-01 9.748951e-01 9.777322e-01 9.783788e-01 9.806097e-01 9.810091e-01 9.821999e-01 9.848011e-01 9.852016e-01 9.879315e-01 9.908628e-01 9.953718e-01 9.981373e-01 9.988849e-01 1.005241e+00 1.006776e+00 1.019090e+00 1.026507e+00 1.036245e+00 1.049127e+00 1.062803e+00 1.211967e+00 
12 169 2.452911e-01 1.221478e+00 9.633940e-01 9.633940e-01 9.638601e-01 9.645672e-01 9.670050e-01 9.681713e-01 9.690343e-01 9.690515e-01 9.711015e-01 9.720896e-01 9.740629e-01 9.755238e-01 9.766125e-01 9.782360e-01 9.798602e-01 9.802244e-01 9.842326e-01 9.858183e-01 9.888022e-01 9.905205e-01 9.935577e-01 9.957440e-01 9.972453e-01 1.003109e+00 1.006300e+00 1.018267e+00 1.028566e+00 1.036939e+00 1.051022e+00 1.064266e+00 1.221478e+00 
13 183 2.553668e-01 1.230397e+00 9.607253e-01 9.607253e-01 9.611654e-01 9.629876e-01 9.645746e-01 9.658449e-01 9.660721e-01 9.684371e-01 9.693799e-01 9.706838e-01 9.718683e-01 9.738280e-01 9.746442e-01 9.758916e-01 9.793456e-01 9.809291e-01 9.832143e-01 9.857972e-01 9.876410e-01 9.909515e-01 9.919557e-01 9.934732e-01 1.000350e+00 1.002950e+00 1.006366e+00 1.019055e+00 1.026355e+00 1.035882e+00 1.052495e+00 1.064722e+00 1.230397e+00 
