%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=211956, 2017/01/30 14:22:35.58)
11 155  9.366178913961491000e+00 0 0 -5.047061e-02 -3.098949e-01 3.305009e-01 1.690934e-01 -1.288159e-01 1.075134e-01 -7.118849e-01 -9.012440e-01 -4.134843e-01 -1.064599e-01 1.184584e-01 6.209109e-01 7.586676e-02 -7.711951e-01 -1.290172e+00 -2.934639e-01 4.503881e-01 -6.858385e-02 5.782081e-01 6.818942e-01 6.656468e-01 -2.954703e-01 4.948246e-02 -1.231993e-01 -4.779454e-02 9.887306e-01 -4.102375e-01 -2.219853e-01 -4.014199e-01 -4.464106e-01 
12 169  7.383838422258277100e+00 0 0 1.879388e-01 -2.568264e-01 1.156134e-01 -2.704898e-01 2.790836e-01 2.708210e-01 -2.715340e-01 -8.802854e-01 -4.831075e-01 -1.001803e-01 3.201906e-01 1.051301e+00 -2.288268e-01 -7.529611e-01 -1.517385e+00 -9.079914e-02 7.268860e-02 -2.170606e-01 6.531941e-01 6.378002e-01 4.238402e-01 -9.634671e-02 -5.214774e-02 -2.348042e-01 1.018219e-01 8.764743e-01 -4.845184e-02 -3.433854e-01 -6.634431e-01 -7.369731e-01 
13 183  9.729501300249001600e+00 0 0 -1.286671e-01 -4.659872e-01 2.932107e-01 -2.451448e-01 2.668448e-01 2.863091e-01 -5.103699e-01 -7.950729e-01 -1.567720e-01 -6.466780e-01 -9.315052e-02 6.827282e-01 1.885072e-01 -7.035505e-01 -1.702476e+00 4.380508e-02 1.614530e-01 -3.049031e-01 6.495129e-01 8.752588e-01 5.832760e-01 -2.495584e-01 3.694536e-02 -6.425189e-01 1.398083e-01 7.351522e-01 -4.445050e-01 -4.535073e-01 -4.444137e-01 -4.010931e-01 
14 197  1.209383989856808000e+01 0 0 1.854805e-01 -7.155877e-02 3.013819e-01 -2.398061e-01 7.377604e-01 -2.297492e-01 -8.073376e-01 -3.069670e-01 -3.258531e-01 -4.630866e-01 3.290925e-01 2.460759e-01 1.463923e-01 -7.066718e-01 -1.749240e+00 -2.309359e-01 -2.332382e-01 -4.047096e-01 6.017898e-01 7.280020e-01 6.227465e-01 -5.347077e-01 4.626083e-01 -1.008930e-01 1.099535e-01 8.411049e-01 6.249294e-02 -4.238614e-01 -5.169310e-01 -6.118633e-01 
15 211  8.271493707297811000e+00 0 0 6.843931e-02 -4.944824e-02 3.218740e-01 6.254993e-02 -2.265773e-01 -1.157227e-01 -7.448987e-01 -6.574237e-01 -9.945390e-01 -5.604172e-01 1.025640e-01 6.430785e-01 -6.264131e-02 -6.294126e-01 -1.399690e+00 -4.563291e-01 1.519261e-01 8.611034e-02 3.223670e-01 1.081155e+00 2.243350e-02 -6.962878e-02 5.474278e-01 6.646648e-02 -1.114529e-01 9.196946e-01 -2.586583e-01 -2.354599e-01 -7.779772e-01 -1.088950e+00 
16 225  9.149697626803444500e+00 0 0 3.172226e-01 5.696883e-02 4.347377e-01 -1.215646e-01 -4.366248e-03 -2.784617e-01 -5.327474e-01 -3.502278e-01 -5.603000e-01 -5.549029e-01 2.893725e-01 6.945365e-01 -9.384977e-02 -5.070319e-01 -1.201824e+00 -1.731244e-01 2.819553e-01 1.005583e-01 -7.165985e-02 1.278047e+00 3.951809e-01 -1.177672e-01 4.872952e-01 4.921131e-01 3.805531e-01 8.567244e-01 -7.792539e-02 -4.887898e-01 -4.482707e-01 -3.945117e-01 
17 239  9.042431061931949900e+00 0 0 1.077417e-01 -8.768910e-02 1.426178e-01 -3.523960e-01 3.316714e-01 -4.660961e-01 -5.559410e-01 -1.001162e+00 -7.661455e-02 -9.847501e-01 2.012243e-01 1.006916e+00 2.790706e-01 -4.880622e-01 -1.202004e+00 -7.362131e-01 3.518768e-01 -8.583873e-02 4.859260e-01 1.063761e+00 4.416325e-01 -3.263266e-01 8.751193e-01 6.708124e-01 1.470052e-01 9.133612e-01 -3.968909e-01 -4.803724e-01 -6.408631e-01 -8.133538e-01 
18 253  5.503245103019046300e+00 0 0 -7.773658e-02 -1.173453e-01 5.988123e-01 -4.478674e-01 3.729582e-01 3.063305e-01 1.289372e-01 -1.667624e+00 -4.247705e-01 -4.113886e-01 2.838105e-01 1.161416e+00 3.452937e-02 -5.946680e-01 -1.098777e+00 -5.043288e-01 1.339127e-01 -1.780304e-01 7.719992e-01 1.156198e+00 7.835075e-01 -5.046262e-01 8.375319e-01 8.790890e-02 4.989704e-01 1.153997e+00 -3.313624e-01 -6.627497e-01 -2.032021e-01 -5.812441e-02 
19 267  6.893768296262390300e+00 0 0 3.036841e-01 -4.197848e-01 3.464356e-01 -3.565261e-01 -8.202086e-03 1.684493e-01 -4.968863e-01 -1.172846e+00 -2.669895e-01 -2.731067e-01 1.160279e-01 1.092673e+00 9.765529e-02 -1.593638e-01 -1.694934e+00 -5.259878e-01 2.582235e-02 -8.070224e-01 6.048804e-01 1.205643e+00 8.514397e-01 -8.495338e-01 3.934629e-01 -5.528061e-02 -1.447143e-01 5.708565e-01 -2.636287e-01 -7.136866e-01 -7.618708e-01 -2.948501e-02 
20 281  7.037288492349680300e+00 0 0 6.077449e-01 -2.980779e-01 6.898704e-01 -3.154004e-01 -4.175908e-03 -1.580711e-01 -3.777903e-01 -1.077169e+00 4.208429e-01 -4.062641e-01 2.185228e-01 1.215299e+00 -2.250656e-01 -1.466967e-01 -1.505563e+00 -2.521971e-01 3.997938e-01 3.204498e-02 5.599219e-01 1.108166e+00 8.200421e-01 -3.761355e-01 6.959662e-01 5.095653e-01 3.174381e-01 1.132321e+00 -7.525182e-01 -6.448089e-01 -4.676533e-01 -1.009935e+00 
21 295  8.175034945065220900e+00 0 0 8.761190e-01 8.071736e-02 -1.513825e-01 -2.866715e-01 -5.953610e-02 -6.763107e-02 4.456835e-02 -8.594707e-01 1.883569e-01 -5.535933e-01 4.990658e-01 1.190202e+00 -1.112870e-01 -3.011827e-01 -9.496376e-01 -7.279962e-01 3.383839e-01 3.315563e-01 7.710768e-01 4.946170e-01 6.049735e-01 -6.703431e-01 6.034656e-01 8.690388e-01 -9.952799e-02 1.015946e+00 -2.060087e-01 -4.837056e-01 -7.331253e-01 -8.988562e-01 
22 309  8.953395864079956500e+00 0 0 6.801136e-01 -4.402145e-01 6.792433e-01 -2.334704e-01 3.546617e-01 -2.197834e-01 4.866443e-02 -1.173558e+00 -4.327351e-01 -5.560674e-01 5.561333e-01 1.623118e+00 1.777690e-01 -4.584562e-01 -5.115813e-01 -4.476424e-01 1.718123e-01 1.591863e-01 6.209672e-01 6.342594e-01 1.334121e+00 -7.171420e-01 7.771200e-01 1.172054e+00 1.052888e-01 1.272320e+00 -6.971164e-02 -2.922571e-01 -1.156767e+00 -7.489206e-01 
23 323  9.147798690185327400e+00 0 0 1.015699e+00 2.665458e-02 5.701764e-01 -4.676212e-01 1.030052e-01 -5.474472e-02 -7.035922e-01 -1.512047e+00 1.705249e-01 -6.502112e-01 5.999234e-01 1.415512e+00 -3.576012e-01 -6.490224e-01 -1.060998e+00 -8.933037e-01 5.080746e-01 4.490143e-01 2.244263e-01 1.214648e+00 8.065472e-01 -5.088255e-01 8.284943e-01 4.872256e-01 -4.479844e-01 8.217916e-01 -6.412227e-01 -4.020295e-01 -1.414000e+00 -7.092195e-01 
24 337  8.014310585401474900e+00 0 0 9.350805e-01 4.102008e-01 1.036105e+00 -2.087413e-01 -2.750424e-01 -5.995733e-03 -7.338080e-01 -1.086681e+00 -1.357876e-01 -7.628099e-01 6.609907e-01 1.143269e+00 -4.856414e-01 -2.776717e-02 -8.287635e-01 -3.949343e-01 5.965688e-01 9.138554e-01 3.151245e-02 1.180395e+00 6.929023e-01 -7.210628e-01 5.452401e-01 9.151500e-01 -6.024784e-02 7.746653e-01 -3.769736e-01 -9.857976e-01 -1.152316e+00 -2.357605e-01 
25 351  8.397272984313341100e+00 0 0 9.758199e-01 -7.935345e-02 7.768444e-01 -1.401298e-01 2.898104e-02 -9.586843e-02 -2.410178e-01 -1.360947e+00 -1.534857e-01 -5.831799e-01 2.761444e-01 1.696044e+00 -6.040361e-01 4.266445e-01 -1.111528e+00 -9.041624e-01 4.476905e-01 -1.976309e-01 5.221024e-01 1.010058e+00 1.116744e+00 -6.299601e-01 2.628283e-01 8.423127e-01 -1.160117e-01 8.932092e-01 -5.998739e-01 -4.223853e-01 -1.508056e+00 -2.428411e-01 
26 365  1.015744703111664500e+01 0 0 6.850991e-01 -1.392799e-01 8.687164e-01 -5.171682e-01 1.615454e-01 5.487495e-01 -4.423287e-01 -1.433433e+00 4.268474e-02 -8.748992e-01 4.287517e-01 1.435269e+00 -9.388997e-01 2.460392e-01 -9.293694e-01 -5.377363e-01 7.381757e-01 2.413315e-01 -1.796567e-01 8.648377e-01 1.101867e+00 -1.124256e+00 1.559591e-01 6.006877e-01 -5.257837e-01 8.652884e-01 -9.073909e-01 -6.594109e-01 -1.301400e+00 1.552139e-01 
27 379  8.348163136568397000e+00 0 0 9.184132e-01 -1.132695e-01 9.371691e-01 -4.805593e-01 3.237192e-01 -1.422266e-01 -1.273439e-01 -8.898989e-01 -3.848348e-01 -7.561817e-01 4.142590e-01 1.557563e+00 -2.973172e-01 -2.039764e-01 -1.577565e+00 -5.994401e-01 5.560950e-01 9.952835e-02 -2.422258e-01 1.316719e+00 1.206976e+00 -6.072927e-01 2.192602e-01 7.029766e-01 -5.447216e-01 1.228422e+00 -6.158636e-01 -8.724658e-01 -8.815672e-01 -4.348955e-01 
28 393  8.059482109426523900e+00 0 0 5.560309e-01 -9.454110e-02 1.160199e+00 -4.871189e-01 1.147268e-01 1.196672e-01 -4.544135e-01 -1.112216e+00 -1.815368e-01 -9.947061e-01 2.886697e-01 1.064721e+00 -6.958161e-01 -3.495608e-02 -1.390779e+00 -6.833737e-01 9.638519e-01 2.209523e-01 -1.731965e-01 1.175690e+00 1.230250e+00 -1.208236e+00 -4.224842e-01 7.955793e-01 -4.913417e-01 1.261383e+00 -9.207890e-01 -2.367850e-01 -1.761456e+00 -4.157495e-01 
29 407  9.497977269741838300e+00 0 0 5.197523e-01 4.919977e-02 1.158589e+00 -6.175350e-01 -1.318525e-01 1.305135e-01 -6.959440e-02 -1.331886e+00 2.002061e-01 -6.525032e-01 9.297593e-02 1.850992e+00 -4.423824e-01 1.493084e-01 -1.290015e+00 -8.695087e-01 8.424995e-01 -2.984946e-01 -6.420069e-02 1.618122e+00 1.439525e+00 -1.255652e+00 -8.635510e-02 8.477485e-01 -3.468566e-01 1.286957e+00 -9.314843e-01 -4.741007e-01 -1.971429e+00 -1.994789e-01 
30 421  7.962179743346254700e+00 0 0 4.923800e-01 -3.940358e-02 1.359663e+00 -9.718779e-01 3.471703e-02 1.560618e-01 -2.651074e-02 -1.614750e+00 -1.067923e-02 -1.379706e+00 -1.057782e-01 1.521192e+00 -3.506886e-01 -3.905313e-01 -2.036959e+00 -1.096449e+00 1.129498e+00 3.711807e-01 3.198855e-01 2.384444e+00 1.577246e+00 -8.004217e-01 2.221510e-01 9.594780e-01 -2.415522e-01 4.622302e-01 -6.430285e-01 -1.486993e-01 -1.649624e+00 -2.443993e-01 
31 435  9.272349725723197300e+00 0 0 8.044485e-01 -3.853659e-02 6.448312e-01 -7.135151e-01 -6.975664e-02 3.199663e-01 -7.828975e-02 -1.306528e+00 -3.612559e-01 -1.123291e+00 9.350782e-02 1.478512e+00 -4.969159e-01 1.837811e-01 -2.001545e+00 -1.152534e+00 6.037464e-01 3.797796e-02 1.416968e-01 2.328583e+00 1.111758e+00 -9.714563e-01 6.589600e-01 1.002137e+00 -1.331849e-01 5.899425e-01 -4.552957e-01 1.704363e-01 -1.193684e+00 -3.507194e-01 
32 449  8.840499884020166700e+00 0 0 6.260387e-01 -3.030713e-01 1.424252e+00 -7.610663e-01 -2.111063e-01 -1.916566e-01 -1.181036e-01 -1.070648e+00 -4.655360e-01 -1.215691e+00 -5.796697e-01 1.873415e+00 -8.354523e-01 1.883530e-01 -2.009337e+00 -7.830985e-01 9.754443e-01 2.688940e-01 5.665474e-02 2.363234e+00 9.484347e-01 -1.340430e+00 -4.393359e-02 1.413651e+00 -2.110880e-02 5.300510e-01 2.015707e-02 -4.914114e-01 -1.602084e+00 -1.148083e+00 
33 463  9.221969994657147400e+00 0 0 6.554228e-01 3.578027e-01 1.024648e+00 -1.124500e+00 -4.816313e-01 4.166414e-01 -5.634615e-01 -1.021925e+00 1.102560e-01 -1.507150e+00 -6.262983e-01 1.639564e+00 -4.129380e-01 8.025972e-01 -1.535908e+00 -6.798306e-01 4.175166e-01 8.777325e-02 -1.874638e-01 2.183367e+00 1.354783e+00 -1.595735e+00 6.529623e-01 1.204538e+00 -1.898821e-02 8.236072e-01 -5.442958e-01 -2.674630e-01 -1.444526e+00 -7.109463e-01 
34 477  9.650182091691645400e+00 0 0 3.212861e-01 8.341128e-02 8.345792e-01 -8.463420e-01 -6.530079e-01 -3.103694e-01 -4.297879e-01 -1.359568e+00 -4.502807e-01 -1.228055e+00 -6.706220e-01 6.512211e-01 -8.063588e-01 4.758319e-01 -2.113037e+00 -7.531939e-01 9.873557e-01 -4.990198e-01 -6.292953e-01 2.273414e+00 7.354408e-01 -1.478242e+00 3.862560e-01 1.305520e+00 -2.391757e-02 5.663653e-01 1.295521e-01 -3.300405e-01 -1.770682e+00 -8.843340e-01 
35 491  7.544357852139439700e+00 0 0 3.738790e-01 3.951609e-01 9.054840e-01 -2.978227e-01 -3.187765e-01 -2.581566e-01 -2.065996e-01 -1.100534e+00 -5.639813e-01 -1.333764e+00 -8.650066e-01 1.541407e+00 -5.299096e-01 7.443071e-01 -1.821647e+00 -8.552555e-01 1.149496e+00 -3.360460e-01 -4.912370e-01 1.883905e+00 7.721230e-01 -1.351439e+00 5.845417e-01 1.274975e+00 -1.362149e-01 1.108221e+00 8.372525e-02 -5.687924e-01 -1.960620e+00 -6.350132e-01 
36 505  8.007987561233745700e+00 0 0 7.997261e-01 1.477556e-01 7.491467e-01 -7.794382e-01 -2.113282e-03 -3.293753e-01 -4.657102e-01 -1.671702e+00 -4.695620e-01 -1.423754e+00 -1.116654e+00 1.542320e+00 -5.438054e-01 -1.254106e-01 -2.114570e+00 -7.315249e-01 9.573431e-01 1.285747e-01 -2.560134e-01 2.435666e+00 1.080801e+00 -1.936279e+00 7.726002e-01 1.271518e+00 -1.104419e-01 1.117148e+00 -1.824911e-01 -4.624157e-01 -2.008520e+00 -7.672222e-01 
37 519  6.425118267748595200e+00 0 0 6.338747e-01 3.113120e-01 9.002084e-01 -1.205142e+00 6.226413e-02 -2.819159e-02 -5.633052e-01 -6.968259e-01 -8.354461e-01 -1.354742e+00 -1.210289e+00 1.243564e+00 9.317029e-03 -3.224354e-01 -2.090878e+00 -8.567047e-01 1.514564e+00 -2.710962e-01 -8.326250e-01 2.550669e+00 1.331844e+00 -1.736248e+00 4.998714e-02 9.358749e-01 -9.228673e-02 1.654008e+00 1.073303e-01 -5.555066e-01 -1.934319e+00 -9.674823e-01 
38 533  9.184329052067600000e+00 0 0 9.672799e-01 1.278519e-01 1.413588e+00 -8.929989e-01 2.276353e-01 -3.236373e-01 -2.365943e-01 -1.681847e+00 -8.964181e-01 -1.575673e+00 -1.081623e+00 1.613838e+00 2.944181e-01 -4.355108e-04 -2.411436e+00 -5.203240e-01 7.345310e-01 -2.894138e-01 4.099256e-02 2.967168e+00 1.148142e+00 -1.436273e+00 7.265738e-01 1.487310e+00 4.192746e-01 1.622254e+00 4.931191e-01 -7.835936e-01 -2.202569e+00 -5.883003e-01 
39 547  8.567862410223050100e+00 0 0 1.183277e+00 4.822037e-01 7.635517e-01 -1.061347e+00 2.260080e-01 4.097521e-02 -2.766495e-01 -9.714759e-01 -4.310869e-01 -2.339827e+00 -1.019825e+00 1.387644e+00 -2.430522e-01 1.620945e-01 -1.549020e+00 1.899008e-01 1.154570e+00 -8.600388e-02 -6.369194e-01 2.795100e+00 1.138792e+00 -1.771369e+00 4.472824e-01 1.311909e+00 -3.030864e-01 1.413223e+00 4.771406e-01 -9.667977e-01 -2.221903e+00 -5.978982e-01 
40 561  7.191473565717895000e+00 0 0 1.051202e+00 5.784921e-01 1.624983e+00 -8.690662e-01 2.817707e-01 -1.883693e-02 -9.687189e-01 -1.179966e+00 -6.627813e-01 -1.681006e+00 -8.350579e-01 1.604716e+00 5.661448e-01 1.566952e-01 -1.210719e+00 1.074396e-01 1.122549e+00 1.899032e-02 -4.018333e-01 2.963379e+00 8.709882e-01 -2.124434e+00 9.131747e-01 1.101442e+00 2.732159e-01 1.537107e+00 6.089449e-01 -5.530085e-01 -1.662730e+00 -7.250386e-01 
41 575  8.669923678926441100e+00 0 0 1.121149e+00 2.735468e-01 1.155027e+00 -7.989471e-02 2.220005e-01 -1.153314e-01 -6.327206e-01 -1.566674e+00 1.024008e-01 -2.036066e+00 -9.074286e-01 1.194023e+00 -3.305311e-01 3.876905e-01 -1.929551e+00 -5.258164e-01 1.299206e+00 -2.643952e-01 -3.056445e-01 3.419879e+00 1.153858e+00 -1.924718e+00 8.902424e-01 1.697676e+00 2.283025e-01 2.051211e+00 8.080362e-01 -1.079936e+00 -2.181054e+00 -8.823120e-01 
42 589  1.043741797383978000e+01 0 0 1.059956e+00 1.217835e+00 1.800550e+00 -9.492688e-01 4.730371e-01 1.354160e-01 -5.279232e-01 -1.365765e+00 -2.524141e-01 -2.261503e+00 -1.488110e+00 1.482203e+00 3.048331e-01 2.681123e-01 -1.586120e+00 -7.115651e-01 8.170505e-01 4.583601e-01 -3.783759e-01 2.516760e+00 1.528901e+00 -1.725352e+00 8.734076e-01 8.983499e-01 3.778938e-01 1.574359e+00 9.831015e-01 -1.339534e+00 -2.230975e+00 -1.003442e+00 
43 603  6.087083573204283800e+00 0 0 6.503398e-01 5.717108e-01 9.369474e-01 -1.238462e+00 1.985077e-01 -2.097012e-01 -3.813736e-01 -1.156722e+00 -6.919717e-01 -1.605425e+00 -1.450542e+00 1.148607e+00 2.745803e-01 9.760957e-01 -1.877770e+00 -3.255549e-01 3.555742e-01 1.840858e-01 -6.661206e-01 2.965586e+00 1.109636e+00 -1.640888e+00 4.949220e-01 2.004977e+00 3.740439e-02 1.881990e+00 7.392497e-01 -9.393245e-01 -2.103606e+00 -1.738269e+00 
44 617  6.321552228097727900e+00 0 0 9.634555e-01 1.188398e+00 8.646529e-01 -9.908290e-01 3.971894e-01 -5.969384e-01 -4.983320e-01 -1.785700e+00 -3.159750e-01 -1.801029e+00 -1.945983e+00 1.805694e+00 7.377116e-01 4.192439e-01 -2.383329e+00 -5.007691e-01 3.993420e-01 1.357446e-02 -6.570050e-01 2.494035e+00 1.220751e+00 -1.714640e+00 1.122830e+00 1.229054e+00 4.288505e-01 1.665535e+00 6.882135e-01 -9.209820e-01 -2.299740e+00 -1.460558e+00 
45 631  5.464849767811884400e+00 0 0 7.747127e-01 6.231371e-01 1.395987e+00 -1.117823e+00 -3.486358e-01 -8.750186e-01 4.129137e-01 -1.661888e+00 -8.683257e-01 -2.252566e+00 -1.307688e+00 1.352277e+00 1.981204e-01 -2.639764e-02 -2.518844e+00 -5.090267e-01 1.990502e-01 3.579822e-01 -4.271927e-01 2.453677e+00 1.011182e+00 -1.836812e+00 7.124866e-01 1.335468e+00 2.570594e-01 1.370409e+00 1.170286e+00 -1.125860e+00 -2.621370e+00 -8.387878e-01 
46 645  9.140097702351763300e+00 0 0 8.494630e-01 9.646816e-01 1.434456e+00 -1.298133e+00 -5.028110e-01 -4.404738e-01 -5.967389e-01 -1.535895e+00 -7.673868e-01 -2.495401e+00 -1.732242e+00 1.892319e+00 5.761946e-01 6.345478e-01 -2.649505e+00 -1.538838e-01 -2.391547e-02 2.640736e-01 -1.020047e+00 2.518678e+00 1.224377e+00 -1.623973e+00 8.371949e-01 1.510741e+00 4.647697e-01 1.127760e+00 1.370528e+00 -5.441293e-01 -2.640816e+00 -9.135637e-01 
47 659  1.016336051554991500e+01 0 0 1.420722e+00 8.635689e-01 1.484130e+00 -8.491936e-01 -3.143693e-01 -3.807745e-01 -6.828947e-02 -1.968074e+00 -5.392762e-01 -2.326061e+00 -1.291471e+00 2.492069e+00 -7.364983e-02 1.060813e+00 -2.867342e+00 -1.967909e-01 3.950808e-01 3.711359e-01 -7.518891e-01 2.318845e+00 1.363112e+00 -1.848215e+00 9.538373e-01 1.035224e+00 6.999627e-01 2.007366e+00 1.174742e+00 -1.651214e+00 -2.192762e+00 -4.058940e-01 
48 673  5.769089560535510600e+00 0 0 1.396065e+00 9.171401e-01 1.735631e+00 -1.094120e+00 8.511025e-02 -1.042124e+00 7.841514e-02 -1.511729e+00 -7.796432e-01 -2.095843e+00 -1.286237e+00 2.291355e+00 -1.612394e-01 4.044794e-01 -2.638094e+00 -2.839706e-01 4.766414e-03 6.548990e-01 -6.943795e-01 2.428772e+00 1.623329e+00 -2.292227e+00 1.217888e+00 8.052232e-01 -4.686450e-02 1.543348e+00 1.299949e+00 -1.747940e+00 -2.149465e+00 -5.310323e-01 
49 687  8.272515621496058500e+00 0 0 1.092102e+00 4.996023e-01 9.412275e-01 -5.084241e-01 -8.333383e-01 -1.066128e+00 1.544864e-01 -1.881854e+00 -6.117968e-01 -2.474592e+00 -1.038113e+00 2.165175e+00 1.960315e-01 5.374077e-01 -2.338247e+00 -5.026095e-01 -7.130716e-01 1.929318e-01 -7.342402e-01 2.291610e+00 1.280266e+00 -1.653538e+00 1.587598e+00 1.101878e+00 1.146117e-01 2.132762e+00 1.400617e+00 -1.124297e+00 -2.011029e+00 -9.956905e-01 
50 701  8.098473221551600400e+00 0 0 1.448157e+00 8.857983e-01 1.417134e+00 -6.828484e-01 -5.087767e-01 -6.881522e-01 -3.295129e-02 -1.961007e+00 -4.273231e-01 -3.025600e+00 -1.138871e+00 1.850486e+00 2.897939e-01 5.908107e-01 -2.265408e+00 -2.343911e-01 -8.752100e-01 1.488871e-01 -6.660042e-01 2.527257e+00 1.762303e+00 -2.147088e+00 1.625827e+00 1.023223e+00 2.852432e-01 2.397165e+00 9.786538e-01 -8.793019e-01 -1.808218e+00 -1.152466e+00 
