%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=211956, 2017/01/30 14:22:35.58)
68 953 2.217211e-01 1.771306e+00  3.762989476169868600e+00  4.318034774341828800e+00  8.512866080417222000e+00  1.340445006378514000e+01
69 967 2.158766e-01 1.772594e+00  3.762989476169868600e+00  6.047405421329848700e+00  1.116989830286143000e+01  1.646269412566976300e+01
70 981 2.071377e-01 1.775892e+00  3.762989476169868600e+00  5.532521380835937000e+00  9.545750821172378100e+00  1.655745036628209700e+01
71 995 1.991933e-01 1.778473e+00  3.762989476169868600e+00  5.930913555028963600e+00  9.961412520655100500e+00  1.500097875249557000e+01
72 1009 1.896790e-01 1.779702e+00  3.762989476169868600e+00  6.497577362566960200e+00  9.420621546224699800e+00  1.712898461559882400e+01
73 1023 1.844198e-01 1.780169e+00  3.762989476169868600e+00  6.385315746179893300e+00  9.180843282534120000e+00  1.085576318102457400e+01
74 1037 1.796042e-01 1.779599e+00  3.762989476169868600e+00  4.080463560846603800e+00  9.991162850893511300e+00  1.347480225001031000e+01
75 1051 1.736806e-01 1.778728e+00  3.762989476169868600e+00  4.922093673979186500e+00  8.099492304930127100e+00  1.177268132253011500e+01
76 1065 1.682642e-01 1.781345e+00  3.762989476169868600e+00  5.436335923967118500e+00  8.564063568284368000e+00  1.121409693930042600e+01
77 1079 1.620892e-01 1.787248e+00  3.762989476169868600e+00  4.476350331847073400e+00  6.654393451355833400e+00  2.048523462603596500e+01
78 1093 1.549160e-01 1.780867e+00  3.762989476169868600e+00  4.408183550167870600e+00  7.986663408515165800e+00  1.407205258449937600e+01
79 1107 1.481911e-01 1.786208e+00  3.762989476169868600e+00  4.778356795684773700e+00  8.563751084408451700e+00  1.311505643218323400e+01
80 1121 1.453500e-01 1.787497e+00  3.762989476169868600e+00  5.557633583204414600e+00  8.226709761583730800e+00  1.369504544400466800e+01
81 1135 1.405747e-01 1.789670e+00  3.762989476169868600e+00  4.513961934182307600e+00  6.693727800570953500e+00  1.259522817597033800e+01
82 1149 1.377909e-01 1.789269e+00  3.762989476169868600e+00  4.397417421106139200e+00  6.950729522740558300e+00  1.044990359967143300e+01
83 1163 1.367934e-01 1.795975e+00  3.762989476169868600e+00  4.604011969145421500e+00  7.198952282807907100e+00  1.206129675458019300e+01
84 1177 1.368222e-01 1.796577e+00  3.762989476169868600e+00  4.368020279109607000e+00  6.558351213765044800e+00  7.745630688006091400e+00
85 1191 1.347700e-01 1.795878e+00  3.506542091247892800e+00  3.506542091247892800e+00  7.820401149341503100e+00  1.197401839634696900e+01
86 1205 1.347311e-01 1.796778e+00  3.506542091247892800e+00  4.543386030380949200e+00  7.349769457039510500e+00  8.724523369312441500e+00
87 1219 1.301048e-01 1.807920e+00  3.506542091247892800e+00  4.406834977469626900e+00  5.740282433832965700e+00  1.152235375761878400e+01
88 1233 1.231222e-01 1.807360e+00  3.506542091247892800e+00  4.019291785254147000e+00  5.840656901158942200e+00  1.006303473345200300e+01
89 1247 1.175866e-01 1.810229e+00  3.506542091247892800e+00  4.171766031836845900e+00  6.908320489603757300e+00  1.057885075446837000e+01
90 1261 1.141459e-01 1.817660e+00  3.506542091247892800e+00  3.729197480978546900e+00  5.232729606713505200e+00  8.208830544648096300e+00
91 1275 1.092515e-01 1.820805e+00  3.506542091247892800e+00  3.766054134624215800e+00  6.543679394442993800e+00  1.045629333538443700e+01
92 1289 1.066591e-01 1.822584e+00  3.506542091247892800e+00  3.822410791230304900e+00  4.906097228141695700e+00  7.446615635014800300e+00
93 1303 1.020210e-01 1.824565e+00  3.506542091247892800e+00  4.060787843548572700e+00  5.447324166706065900e+00  8.970092891835797400e+00
94 1317 9.922678e-02 1.820004e+00  3.506542091247892800e+00  4.062296268608284000e+00  5.741258791098418100e+00  7.724941660815249000e+00
95 1331 9.851234e-02 1.815614e+00  3.506542091247892800e+00  4.342839545895273500e+00  6.480191761547896300e+00  1.006800733994184900e+01
96 1345 9.802992e-02 1.812445e+00  3.350420840700443200e+00  3.350420840700443200e+00  5.056081023380194500e+00  8.311877555538890400e+00
97 1359 9.892201e-02 1.810650e+00  3.161636344563142600e+00  3.161636344563142600e+00  4.551031872553995300e+00  8.008601443809126900e+00
98 1373 9.998596e-02 1.809188e+00  3.161636344563142600e+00  3.770395386016787100e+00  5.652357887945825600e+00  1.088606248330710200e+01
99 1387 9.955680e-02 1.810583e+00  3.161636344563142600e+00  3.685996765874189200e+00  5.173990589127054600e+00  8.014602751810031100e+00
100 1401 9.890310e-02 1.812768e+00  3.161636344563142600e+00  3.555099232277759900e+00  5.344753944866243800e+00  8.762830396931010000e+00
101 1415 9.953627e-02 1.817245e+00  3.161636344563142600e+00  3.282717235565603400e+00  5.141370652837334600e+00  8.930728728026309700e+00
102 1429 1.003042e-01 1.821513e+00  3.161636344563142600e+00  3.803686082131200400e+00  5.095437043521069900e+00  7.198648066666252500e+00
103 1443 9.897498e-02 1.827241e+00  3.161636344563142600e+00  3.223145988135828900e+00  5.398850712289797300e+00  7.327851588757777500e+00
104 1457 9.707820e-02 1.829993e+00  3.161636344563142600e+00  3.323812718289277600e+00  5.007735762869076600e+00  7.215245415805601900e+00
105 1471 9.564189e-02 1.831561e+00  3.161636344563142600e+00  3.255591449833587200e+00  5.226146101173450900e+00  8.629356740140393000e+00
106 1485 9.453471e-02 1.833735e+00  3.161636344563142600e+00  3.584172192024958300e+00  4.238511198182455300e+00  5.891882998096726000e+00
107 1499 9.332252e-02 1.832298e+00  3.161636344563142600e+00  3.915281335615784700e+00  4.858632660369115900e+00  7.158677029442564800e+00
108 1513 9.268947e-02 1.838298e+00  3.161636344563142600e+00  3.947972847226123100e+00  5.354707548501727000e+00  6.714515902222165900e+00
109 1527 9.435261e-02 1.836911e+00  3.161636344563142600e+00  3.308041613925169600e+00  5.553347042602929700e+00  1.073721155158932900e+01
110 1541 9.511615e-02 1.840442e+00  3.161636344563142600e+00  3.486712176947053300e+00  5.213760715470294300e+00  6.483309907113217600e+00
111 1555 9.488967e-02 1.845203e+00  3.161636344563142600e+00  3.722340255620440400e+00  5.230924821487303000e+00  8.265637008858831800e+00
112 1569 9.504581e-02 1.850052e+00  3.161636344563142600e+00  4.557500043701241000e+00  5.963735752977675600e+00  8.256670647262009100e+00
113 1583 9.525502e-02 1.858625e+00  3.161636344563142600e+00  4.216448347633336100e+00  5.547715953242137800e+00  8.499287835744944200e+00
114 1597 9.518760e-02 1.870046e+00  3.161636344563142600e+00  3.759486796705678200e+00  5.686942911312219600e+00  9.009548898164238700e+00
115 1611 9.456951e-02 1.870825e+00  3.161636344563142600e+00  3.188648705117895300e+00  5.817073334596177100e+00  9.186373096696662800e+00
116 1625 9.415158e-02 1.874270e+00  3.161636344563142600e+00  3.871402643044504500e+00  5.734102082824168000e+00  8.918932719412938000e+00
117 1639 9.309705e-02 1.876566e+00  3.161636344563142600e+00  3.707494907258675800e+00  5.738732487604792700e+00  8.024003368273495700e+00
118 1653 9.139075e-02 1.881600e+00  3.161636344563142600e+00  3.493977499450394900e+00  5.837209219118452800e+00  9.401519737561679700e+00
119 1667 9.102473e-02 1.883041e+00  3.161636344563142600e+00  3.558560869887422500e+00  5.398669890309816900e+00  7.081235335959712900e+00
120 1681 9.229588e-02 1.883960e+00  3.088045805275505100e+00  3.088045805275505100e+00  4.550546626283729500e+00  8.634929215987394700e+00
121 1695 9.454415e-02 1.885036e+00  3.088045805275505100e+00  3.303768861298024300e+00  4.799729715810475900e+00  7.023090979991559700e+00
122 1709 9.424541e-02 1.891233e+00  3.088045805275505100e+00  3.900484688609968700e+00  5.669709229487809300e+00  8.368390963150432100e+00
123 1723 9.532727e-02 1.892889e+00  3.088045805275505100e+00  3.486658852728195900e+00  5.935942876926592500e+00  8.897245778824782300e+00
124 1737 9.579901e-02 1.894362e+00  3.088045805275505100e+00  4.466737231948068000e+00  5.310557644788737300e+00  7.425898016307147700e+00
125 1751 9.644015e-02 1.901184e+00  3.088045805275505100e+00  3.316578999799845800e+00  5.429809802051252600e+00  1.071723980550408600e+01
126 1765 9.549203e-02 1.902200e+00  3.088045805275505100e+00  3.258564809515479300e+00  5.510553731669683800e+00  6.959071034131884700e+00
127 1779 9.303882e-02 1.900579e+00  3.088045805275505100e+00  3.321583545020788900e+00  5.271797448155019200e+00  9.297794726996720300e+00
128 1793 9.184753e-02 1.903706e+00  3.088045805275505100e+00  3.401783932655376900e+00  5.430530054676924400e+00  9.255508683361119500e+00
129 1807 9.134317e-02 1.905040e+00  2.955893144949064000e+00  2.955893144949064000e+00  5.497922750303342100e+00  8.396417257925891800e+00
130 1821 9.072842e-02 1.913282e+00  2.955893144949064000e+00  3.611423201248749000e+00  4.960738658509871600e+00  6.700055880859990200e+00
131 1835 8.954065e-02 1.915149e+00  2.849020359966143900e+00  2.849020359966143900e+00  4.734581930961514500e+00  7.048583437150233200e+00
132 1849 8.847081e-02 1.915138e+00  2.849020359966143900e+00  3.259769388247666800e+00  4.474667637748424900e+00  5.460559310782397100e+00
133 1863 8.757362e-02 1.914077e+00  2.849020359966143900e+00  3.096025152717286800e+00  5.033577306115499400e+00  8.994470573082509200e+00
134 1877 8.553819e-02 1.914418e+00  2.849020359966143900e+00  3.186736114176488500e+00  4.664240814920016300e+00  6.566809048798747400e+00
135 1891 8.174315e-02 1.915846e+00  2.821938906642671400e+00  2.821938906642671400e+00  5.233159602570698800e+00  8.156643919926240800e+00
136 1905 7.821316e-02 1.916567e+00  2.821938906642671400e+00  3.466669610691730500e+00  4.246278814780230200e+00  6.910234266905401800e+00
137 1919 7.492568e-02 1.917238e+00  2.821938906642671400e+00  3.038645258967172400e+00  4.637513786373341800e+00  6.992666663694908600e+00
138 1933 7.234587e-02 1.918791e+00  2.564726945898864000e+00  2.564726945898864000e+00  4.339718778419182900e+00  5.595013243041774900e+00
139 1947 6.982983e-02 1.919374e+00  2.192484650363673500e+00  2.192484650363673500e+00  4.398650409864712800e+00  6.075067616205409100e+00
140 1961 6.875409e-02 1.920906e+00  2.192484650363673500e+00  2.587019197372643300e+00  3.707725240579349300e+00  7.259506634383919600e+00
141 1975 6.734926e-02 1.924545e+00  2.192484650363673500e+00  3.179703735414433300e+00  4.161784870324728700e+00  6.253254862988918600e+00
142 1989 6.554028e-02 1.932647e+00  2.026096809207461400e+00  2.026096809207461400e+00  3.457407353859147200e+00  5.795109056567919300e+00
143 2003 6.341276e-02 1.938746e+00  2.026096809207461400e+00  2.449009001838635200e+00  3.553933597960467600e+00  5.549506012081629100e+00
144 2017 6.147185e-02 1.939965e+00  2.026096809207461400e+00  2.726260152992144600e+00  3.828860065162626600e+00  5.501650382600886700e+00
145 2031 6.123647e-02 1.938533e+00  2.026096809207461400e+00  2.551084160438418500e+00  3.732674981594619200e+00  5.054174249316203000e+00
146 2045 6.146152e-02 1.936598e+00  2.026096809207461400e+00  2.700055935273165000e+00  3.787822430639229400e+00  5.959344510650994100e+00
147 2059 6.245998e-02 1.942096e+00  2.026096809207461400e+00  2.431179664991138800e+00  3.719962795433257700e+00  5.563044739683455500e+00
148 2073 6.184527e-02 1.946817e+00  2.026096809207461400e+00  3.189557945121134900e+00  3.879500556838406200e+00  5.352780774674752000e+00
149 2087 6.221294e-02 1.946995e+00  2.026096809207461400e+00  2.681480385874843700e+00  4.064944057749878300e+00  6.252404977150017200e+00
150 2101 6.207426e-02 1.960060e+00  2.026096809207461400e+00  2.985082316230801300e+00  3.671506278785008300e+00  5.234515713799925000e+00
151 2115 6.063791e-02 1.965456e+00  2.026096809207461400e+00  2.527329328600759900e+00  3.758125774714780900e+00  6.067344940669176600e+00
152 2129 5.988609e-02 1.966559e+00  2.026096809207461400e+00  2.264991497361063200e+00  3.889762785378718200e+00  6.274079839880006800e+00
153 2143 5.986918e-02 1.985477e+00  2.026096809207461400e+00  2.902689458593501000e+00  3.804089819517988400e+00  5.078865990400778700e+00
154 2157 5.994826e-02 1.997288e+00  2.026096809207461400e+00  2.258804035049375400e+00  3.298998326969145200e+00  4.977848044736216300e+00
155 2171 5.988267e-02 2.007233e+00  2.026096809207461400e+00  2.719256205693461000e+00  3.346023496865870900e+00  5.569997592972908900e+00
156 2185 5.806929e-02 2.012180e+00  2.026096809207461400e+00  3.030105973034157100e+00  3.617723903844824600e+00  5.141345639557696900e+00
157 2199 5.643941e-02 2.023242e+00  2.026096809207461400e+00  2.806499559763594700e+00  3.404544455387104000e+00  5.135115745018847400e+00
158 2213 5.558400e-02 2.030779e+00  2.026096809207461400e+00  2.536353876733215000e+00  3.265960982650056200e+00  6.064351765784429000e+00
159 2227 5.400331e-02 2.033537e+00  2.026096809207461400e+00  2.822685550844822500e+00  3.580181364997899100e+00  4.468941075336444700e+00
160 2241 5.310120e-02 2.044355e+00  2.026096809207461400e+00  2.200100293887235800e+00  3.289034449669726400e+00  4.940944973900926100e+00
161 2255 5.312074e-02 2.046412e+00  2.026096809207461400e+00  2.485091981239325100e+00  3.243821475470511500e+00  4.659232650166762500e+00
162 2269 5.248033e-02 2.045689e+00  2.026096809207461400e+00  2.503937035827749300e+00  3.585815796550680700e+00  5.397317191562897200e+00
163 2283 5.092996e-02 2.048913e+00  2.026096809207461400e+00  2.431252886503730600e+00  3.415024978699862300e+00  4.680094992733009100e+00
164 2297 4.948833e-02 2.050551e+00  2.026096809207461400e+00  3.026987455599715400e+00  3.606559622485432800e+00  4.785242453841077800e+00
165 2311 4.941910e-02 2.058433e+00  2.026096809207461400e+00  2.547593327841510800e+00  3.600415753535282500e+00  4.950828944285743400e+00
166 2325 5.072646e-02 2.059677e+00  2.026096809207461400e+00  2.424073499450191300e+00  3.463923117978227900e+00  5.319306302331245500e+00
167 2339 5.170701e-02 2.066688e+00  2.026096809207461400e+00  2.541492946809710500e+00  3.589450616085311900e+00  4.418523574730552500e+00
168 2353 5.199373e-02 2.069850e+00  2.026096809207461400e+00  2.631533732652168800e+00  3.295681049864282600e+00  5.748890898060674100e+00
169 2367 5.276038e-02 2.079702e+00  2.026096809207461400e+00  2.681931384889880900e+00  3.545275605353019900e+00  5.300703236899218900e+00
170 2381 5.328242e-02 2.084777e+00  2.026096809207461400e+00  2.192955717979904400e+00  3.158632819936036300e+00  5.197924715503059900e+00
171 2395 5.361392e-02 2.091504e+00  2.026096809207461400e+00  2.616494125868202000e+00  2.993264189263936900e+00  3.851567435450435500e+00
172 2409 5.307122e-02 2.095582e+00  2.016199778118866500e+00  2.016199778118866500e+00  4.071519551956055400e+00  5.265463806208640700e+00
173 2423 5.349909e-02 2.096887e+00  2.016199778118866500e+00  2.445459174250691700e+00  3.093185331968078000e+00  4.450004069446571000e+00
174 2437 5.282184e-02 2.100235e+00  2.016199778118866500e+00  2.714924455895218400e+00  3.656914229059935500e+00  4.963665760688927600e+00
175 2451 5.172260e-02 2.104575e+00  2.016199778118866500e+00  2.253079497682978000e+00  3.077574389028941800e+00  5.529062709325417700e+00
176 2465 5.040319e-02 2.106256e+00  2.016199778118866500e+00  2.550608349547046800e+00  3.704806962485915500e+00  5.121216538725864400e+00
177 2479 4.843455e-02 2.109377e+00  2.016199778118866500e+00  2.385578498486620600e+00  3.023747974365796200e+00  5.277277407602443100e+00
178 2493 4.752539e-02 2.119103e+00  2.016199778118866500e+00  2.575859792646592700e+00  3.113935059408303700e+00  5.865649683905696000e+00
179 2507 4.750491e-02 2.130948e+00  2.016199778118866500e+00  2.082230727514245300e+00  3.333126918625762200e+00  6.313792515833596600e+00
180 2521 4.826183e-02 2.148489e+00  2.016199778118866500e+00  2.410555184726168100e+00  3.200253121052801600e+00  4.199590977244938900e+00
181 2535 4.791343e-02 2.168205e+00  2.016199778118866500e+00  2.404484894694901800e+00  3.311015441603121900e+00  4.096799625082013600e+00
182 2549 4.877804e-02 2.188831e+00  2.016199778118866500e+00  2.540743849139442300e+00  3.260201913787706300e+00  4.293413727060428000e+00
183 2563 4.996108e-02 2.203227e+00  2.016199778118866500e+00  2.383371695380058800e+00  3.121205504107665600e+00  4.901045343325787200e+00
184 2577 5.045856e-02 2.213283e+00  2.016199778118866500e+00  2.405023014456595800e+00  3.117646964049642900e+00  4.734290464094791600e+00
185 2591 5.018062e-02 2.217765e+00  2.016199778118866500e+00  2.570850931229050400e+00  3.614712485024070200e+00  5.495541859658979800e+00
186 2605 4.997018e-02 2.223532e+00  2.016199778118866500e+00  2.690849110839542000e+00  3.237923396285775600e+00  6.049647590594371800e+00
187 2619 5.103540e-02 2.224261e+00  2.016199778118866500e+00  2.430948452968904000e+00  2.928888594393858300e+00  4.081946613117661800e+00
188 2633 5.251387e-02 2.227953e+00  2.016199778118866500e+00  2.356831430838092900e+00  3.595028268029590600e+00  5.927993815445613100e+00
189 2647 5.190378e-02 2.234734e+00  2.016199778118866500e+00  2.536885851067326200e+00  3.768989494252311000e+00  5.245037085067527200e+00
190 2661 5.205612e-02 2.235253e+00  2.016199778118866500e+00  2.510863664491400600e+00  3.707980878503707200e+00  4.915062517795042200e+00
191 2675 5.244007e-02 2.235969e+00  2.016199778118866500e+00  2.674209733401818700e+00  3.632162275048901500e+00  4.675360397839516400e+00
192 2689 5.257513e-02 2.245047e+00  2.016199778118866500e+00  2.837529250747742500e+00  3.660347752273267500e+00  5.547178682216484800e+00
193 2703 5.239203e-02 2.253435e+00  2.016199778118866500e+00  2.509387280693868800e+00  3.836214199853545700e+00  5.138818267514371200e+00
194 2717 5.249430e-02 2.256534e+00  2.016199778118866500e+00  2.584030615449865600e+00  3.356484854945623200e+00  5.333961792921376100e+00
195 2731 5.279535e-02 2.267001e+00  2.016199778118866500e+00  2.436795855314352700e+00  3.104815780090872200e+00  5.378308194529893200e+00
196 2745 5.424273e-02 2.277534e+00  2.016199778118866500e+00  2.491137936705323200e+00  3.749944089859239300e+00  6.078034170136543700e+00
197 2759 5.530098e-02 2.292143e+00  2.016199778118866500e+00  2.601777373855840700e+00  3.473599453021584300e+00  5.937284172423238400e+00
198 2773 5.620284e-02 2.300815e+00  2.016199778118866500e+00  2.333825321681308700e+00  3.314210641644715200e+00  5.365074481923356200e+00
199 2787 5.664653e-02 2.301814e+00  2.016199778118866500e+00  2.281871294035114700e+00  3.182416704202079200e+00  4.481768528967620600e+00
200 2801 5.612077e-02 2.309375e+00  2.016199778118866500e+00  2.836142757646442200e+00  3.368261202489643700e+00  4.524007459369650900e+00
